entity_type,entity_id,episode_num,episode_title,supporter_id,user_id,npub,name,username,ids,firstseen,lastseen,updated,btc_d7_total,btc_d7_boosts,btc_d7_streams,btc_d7_zaps,btc_d7_purchases,btc_d7_subscriptions,btc_d30_total,btc_d30_boosts,btc_d30_streams,btc_d30_zaps,btc_d30_purchases,btc_d30_subscriptions,btc_m3_total,btc_m3_boosts,btc_m3_streams,btc_m3_zaps,btc_m3_purchases,btc_m3_subscriptions,btc_alltime_total,btc_alltime_boosts,btc_alltime_streams,btc_alltime_zaps,btc_alltime_purchases,btc_alltime_subscriptions,usd_d7_total,usd_d7_boosts,usd_d7_streams,usd_d7_zaps,usd_d7_purchases,usd_d7_subscriptions,usd_d30_total,usd_d30_boosts,usd_d30_streams,usd_d30_zaps,usd_d30_purchases,usd_d30_subscriptions,usd_m3_total,usd_m3_boosts,usd_m3_streams,usd_m3_zaps,usd_m3_purchases,usd_m3_subscriptions,usd_alltime_total,usd_alltime_boosts,usd_alltime_streams,usd_alltime_zaps,usd_alltime_purchases,usd_alltime_subscriptions
EPISODE,9bujoMt5jRPVOwtIZmop,006,Grassroots Recap: Philly Suburbs & Bitcoin Park Nashville | Ep. 006,1QV35qKH6RCccCZR9Ua2,8Zso0hGJY6bYEzVz7HZXppOqphY2,npub1z3h8afkwknffxyspvjde77sj6euy66rtyul7qlkl7f2ygktxdqasnn760f,Matthew D,,fountain:1vfyk3yjU8M0Eq9oxl72;npub:npub1z3h8afkwknffxyspvjde77sj6euy66rtyul7qlkl7f2ygktxdqasnn760f,2026-04-09T11:08:23.954Z,2026-04-09T11:08:25.807Z,2026-04-30T00:02:44.681Z,0,0,0,0,0,0,10000,10000,0,0,0,0,10000,10000,0,0,0,0,10000,10000,0,0,0,0,0,0,0,0,0,0,7.13145,7.13145,0,0,0,0,7.131457000000001,7.131457000000001,0,0,0,0,7.131453070000001,7.131453070000001,0,0,0,0
EPISODE,ALmlcUO8Jz2GtvYSbqBZ,005,"Local Bitcoiners • The Meetup Is the Farmer's Market: Kansas City, MO | Ep. 005",TPpaaD0G3uoQeOhtKcjE,8Zso0hGJY6bYEzVz7HZXppOqphY2,npub1z3h8afkwknffxyspvjde77sj6euy66rtyul7qlkl7f2ygktxdqasnn760f,Matthew D,,fountain:1vfyk3yjU8M0Eq9oxl72;npub:npub1z3h8afkwknffxyspvjde77sj6euy66rtyul7qlkl7f2ygktxdqasnn760f,2026-03-26T09:20:48.841Z,2026-03-26T09:20:53.760Z,2026-04-25T00:01:35.688Z,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,0,0,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4932885,3.4932885,0,0,0,0,3.49329273,3.49329273,0,0,0,0
EPISODE,ALmlcUO8Jz2GtvYSbqBZ,005,"Local Bitcoiners • The Meetup Is the Farmer's Market: Kansas City, MO | Ep. 005",3JY7kefhIZXEZeBntedU,PAd9W5NIMjOa1jOgT8oKzs8NWT23,npub1vpx9596duxdsmx4kwksycm2u4qy0gr6mzg289m52q96gdy97s9zsnkjspj,Otis Bitmeyer,,fountain:2AhPgdSfDXdIOrzayv7v;npub:npub1vpx9596duxdsmx4kwksycm2u4qy0gr6mzg289m52q96gdy97s9zsnkjspj,2026-04-06T14:12:14.055Z,2026-04-06T14:12:18.883Z,2026-04-30T00:02:32.288Z,0,0,0,0,0,0,4269,4269,0,0,0,0,4269,4269,0,0,0,0,4269,4269,0,0,0,0,0,0,0,0,0,0,2.95526,2.95526,0,0,0,0,2.9552553786,2.9552553786,0,0,0,0,2.9552533296,2.9552533296,0,0,0,0
EPISODE,ALmlcUO8Jz2GtvYSbqBZ,005,"Local Bitcoiners • The Meetup Is the Farmer's Market: Kansas City, MO | Ep. 005",IlwQo4O9zyV0Rbzuebig,mqZL3VhQ7eNt1ocETIPJSehIZxL2,npub1tan2cwtf8s7zxvck79qllzaa7smy03y9ftd50gk6jnag2htnslssyfhjmr,,,fountain:Geb32d76J4nqhSzw4D88;npub:npub1tan2cwtf8s7zxvck79qllzaa7smy03y9ftd50gk6jnag2htnslssyfhjmr,2026-03-26T23:07:54.191Z,2026-04-07T02:18:30.106Z,2026-04-30T00:02:34.285Z,0,0,0,0,0,0,2000,2000,0,0,0,0,3000,3000,0,0,0,0,3000,3000,0,0,0,0,0,0,0,0,0,0,1.36853,1.36853,0,0,0,0,2.0574809,2.0574809,0,0,0,0,2.0574818539999997,2.0574818539999997,0,0,0,0
EPISODE,ALmlcUO8Jz2GtvYSbqBZ,005,"Local Bitcoiners • The Meetup Is the Farmer's Market: Kansas City, MO | Ep. 005",8eJMBMjq9mD0MqUNpNTS,2Q6XnfNMBlg3t9ZzpwZOiYgCP1r2,npub1a3um269aaf3u5cy37kuykrrrnsg2pyv7za06pxjduv25lq5sdujs2qmdj6,chiefmonkey@fountain.fm,chiefmonkey,fountain:sAkTuYV7FaIGLjuSVykK;npub:npub1a3um269aaf3u5cy37kuykrrrnsg2pyv7za06pxjduv25lq5sdujs2qmdj6,2026-05-06T16:57:23.862Z,2026-05-20T14:55:05.726Z,2026-06-19T00:01:02.992Z,0,0,0,0,0,0,0,0,0,0,0,0,1277,0,1277,0,0,0,1277,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9984374924000005,0,0.9984374924000005,0,0,0,0.9984394172000004,0,0.9984394172000004,0,0,0
EPISODE,ALmlcUO8Jz2GtvYSbqBZ,005,"Local Bitcoiners • The Meetup Is the Farmer's Market: Kansas City, MO | Ep. 005",8SK6A3dF5npbJYJfZpKY,,npub138lktp328xjqvs45zysswzjxu4gxj58uypmlt486nxhek3dry8vsf3zeru,Jordi Llonch Esteve,,npub:npub138lktp328xjqvs45zysswzjxu4gxj58uypmlt486nxhek3dry8vsf3zeru,2026-04-06T14:15:04.697Z,2026-04-06T19:50:44.677Z,2026-04-30T00:02:33.581Z,0,0,0,0,0,0,1210,1210,0,0,0,0,1210,1210,0,0,0,0,1210,1210,0,0,0,0,0,0,0,0,0,0,0.84261,0.84261,0,0,0,0,0.8425989999999999,0.8425989999999999,0,0,0,0,0.8426019999999999,0.8426019999999999,0,0,0,0
EPISODE,ALmlcUO8Jz2GtvYSbqBZ,005,"Local Bitcoiners • The Meetup Is the Farmer's Market: Kansas City, MO | Ep. 005",YIiHsdNjGcAm26jRPaCY,0m89TaAemjVpT8MmRkS0wamV4t43,npub1zcl7nn05sj6whseudcp84pc5mne7qs3vjvpml0ed46a6ztwyyx9qgpyt2h,jimsiefert,,fountain:bIm5cIpZZIvakU7l94QS;npub:npub1zcl7nn05sj6whseudcp84pc5mne7qs3vjvpml0ed46a6ztwyyx9qgpyt2h,2026-04-06T14:22:18.885Z,2026-04-06T14:22:20.681Z,2026-04-30T00:02:32.486Z,0,0,0,0,0,0,1033,1033,0,0,0,0,1033,1033,0,0,0,0,1033,1033,0,0,0,0,0,0,0,0,0,0,0.71787,0.71787,0,0,0,0,0.7178703342000001,0.7178703342000001,0,0,0,0,0.7178720098,0.7178720098,0,0,0,0
EPISODE,ALmlcUO8Jz2GtvYSbqBZ,005,"Local Bitcoiners • The Meetup Is the Farmer's Market: Kansas City, MO | Ep. 005",Uac5xLwPbrncEfB5NGc1,cOMbBgsOjphvkw0MqUlIaSksCHv1,npub1phvflpwfkevj50jlvaw5lerl7avynpwt5tl9kpmt07kwmnsw04vqe9n97v,Boomer,,fountain:7tv5mf8CjBxZ7HNaaWYZ;npub:npub1phvflpwfkevj50jlvaw5lerl7avynpwt5tl9kpmt07kwmnsw04vqe9n97v,2026-03-26T11:46:38.927Z,2026-03-26T11:46:40.047Z,2026-04-25T00:01:36.078Z,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6936677,0.6936677,0,0,0,0,0.693664346,0.693664346,0,0,0,0
EPISODE,ALmlcUO8Jz2GtvYSbqBZ,005,"Local Bitcoiners • The Meetup Is the Farmer's Market: Kansas City, MO | Ep. 005",IqFtSpziVb7IVNXvLQCE,mPCQb8yenNZ4nSlGGrdB0xrcWXI2,npub1f5pre6wl6ad87vr4hr5wppqq30sh58m4p33mthnjreh03qadcajs7gwt3z,rev.hodl,,fountain:6VdBYcJpq6oeu326P7IS;npub:npub1f5pre6wl6ad87vr4hr5wppqq30sh58m4p33mthnjreh03qadcajs7gwt3z,2026-04-07T14:22:29.069Z,2026-04-07T14:22:30.991Z,2026-04-30T00:02:36.486Z,0,0,0,0,0,0,0,0,0,0,0,0,720,720,0,0,0,0,720,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48894899999999997,0.48894899999999997,0,0,0,0,0.48894799999999994,0.48894799999999994,0,0,0,0
EPISODE,ALmlcUO8Jz2GtvYSbqBZ,005,"Local Bitcoiners • The Meetup Is the Farmer's Market: Kansas City, MO | Ep. 005",uOIkgghEUTbp2C9boRzC,RUoGkVgmPtTT5hDt1yuHS9UjOU82,npub10gudflxfrvk6dzm3gwr8vwllnatsw2anlkuzjl6mw77a4hgj9aaqjagxvq,william_the_french,,fountain:t8MSXS85BqukhsDelCrD;npub:npub10gudflxfrvk6dzm3gwr8vwllnatsw2anlkuzjl6mw77a4hgj9aaqjagxvq;npub:npub15rnr0y725evntjc8whryzfgqptts5tezthq28arpea6q20tdm5gq62z5dt,2026-04-21T15:27:53.873Z,2026-04-21T15:27:56.282Z,2026-04-30T00:04:40.782Z,0,0,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0.37834,0.37834,0,0,0,0,0.37833345,0.37833345,0,0,0,0,0.3783334115,0.3783334115,0,0,0,0
EPISODE,ALmlcUO8Jz2GtvYSbqBZ,005,"Local Bitcoiners • The Meetup Is the Farmer's Market: Kansas City, MO | Ep. 005",h21xD2ko6EyHBYSt9KhV,k6dGIt9k2hRnm73z7BCUVVBQwtz1,npub15ymzglvv4alrp06q85eqqmawegxf688v0gtqwhjpgtp0a4k2mesqshkwwx,,,fountain:QHTmd73FmJgg0Id3Qd5S;npub:npub15ymzglvv4alrp06q85eqqmawegxf688v0gtqwhjpgtp0a4k2mesqshkwwx,2026-04-06T14:10:26.482Z,2026-04-06T14:10:29.009Z,2026-04-30T00:02:32.489Z,0,0,0,0,0,0,322,322,0,0,0,0,322,322,0,0,0,0,322,322,0,0,0,0,0,0,0,0,0,0,0.22289,0.22289,0,0,0,0,0.22288656459999998,0.22288656459999998,0,0,0,0,0.22288986519999998,0.22288986519999998,0,0,0,0
EPISODE,ALmlcUO8Jz2GtvYSbqBZ,005,"Local Bitcoiners • The Meetup Is the Farmer's Market: Kansas City, MO | Ep. 005",z134BDWJDXL3weTk0Cu6,Lj0EjzOLnZOf7nNR9OxSwjcAGgO2,npub1cmwm5hhrm3jp4fd3hz9lakz7eejxz5aan4vcsekyzgk7lwwppfesksfaad,Cody,,fountain:dPSrC4Xdb5MuJCwsz4oU;npub:npub1cmwm5hhrm3jp4fd3hz9lakz7eejxz5aan4vcsekyzgk7lwwppfesksfaad,2026-03-31T13:56:13.942Z,2026-03-31T15:20:39.463Z,2026-04-30T00:01:55.379Z,0,0,0,0,0,0,0,0,0,0,0,0,242,0,242,0,0,0,242,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16320625749999995,0,0.16320625749999995,0,0,0,0.16321106149999995,0,0.16321106149999995,0,0,0
EPISODE,ALmlcUO8Jz2GtvYSbqBZ,005,"Local Bitcoiners • The Meetup Is the Farmer's Market: Kansas City, MO | Ep. 005",lmm1buabpIk1ChvXDCwK,HbEZH8TzhNRJatbrCZTf8ABGzNa2,npub15604np6ccsk7ugph4nrg7kyq7kpme9lmcn4l0q2xk4yd5d6puu2s00dr0u,godsdeth (dr4kdr0u),,fountain:9gPYvkzzyRCfpJv4YXFG;npub:npub15604np6ccsk7ugph4nrg7kyq7kpme9lmcn4l0q2xk4yd5d6puu2s00dr0u,2026-03-27T16:14:19.205Z,2026-03-27T16:14:20.398Z,2026-04-25T00:01:40.283Z,0,0,0,0,0,0,237,237,0,0,0,0,237,237,0,0,0,0,237,237,0,0,0,0,0,0,0,0,0,0,0.15618,0.15618,0,0,0,0,0.15618245490000002,0.15618245490000002,0,0,0,0,0.1561774664,0.1561774664,0,0,0,0
EPISODE,ALmlcUO8Jz2GtvYSbqBZ,005,"Local Bitcoiners • The Meetup Is the Farmer's Market: Kansas City, MO | Ep. 005",qHZIXH9muXM0Nnx0p7oT,6BwQmhaZzOhFzQIb4NT1v96qPbA3,npub1jxh2kga4ve8d4ftahcqtqswvk5z5f7ya0k2kx3dm679hmw4ysesqvt62rj,NostrGang@fountain.fm,NostrGang,fountain:7yFU6TDVQCUATGqYb4xT;npub:npub1jxh2kga4ve8d4ftahcqtqswvk5z5f7ya0k2kx3dm679hmw4ysesqvt62rj,2026-07-13T12:25:33.990Z,2026-07-13T12:25:38.910Z,2026-07-14T00:00:57.394Z,100,100,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0.06272,0.06272,0,0,0,0,0.06272,0.06272,0,0,0,0,0.06271359,0.06271359,0,0,0,0,0.0627181053,0.0627181053,0,0,0,0
EPISODE,ALmlcUO8Jz2GtvYSbqBZ,005,"Local Bitcoiners • The Meetup Is the Farmer's Market: Kansas City, MO | Ep. 005",Nc04mwfJqwEDWqFNLApQ,YZRMChO9WbYBkMzwkTJzNSXLj0y1,npub1uu05m8nl7hcns53g7tpzqalnncnpzx9vf70435s46ykfjtlrwmmqk47qum,PoWplease,,fountain:0FhKx1GuleuK6kng9qgM;npub:npub1uu05m8nl7hcns53g7tpzqalnncnpzx9vf70435s46ykfjtlrwmmqk47qum,2026-04-08T20:30:28.840Z,2026-04-08T20:30:30.760Z,2026-04-30T00:02:41.884Z,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071449,0.071449,0,0,0,0,0.071449,0.071449,0,0,0,0
EPISODE,D1Z2oJExWQIqEmrg95TL,007,"How Meetups can Benefit from V4V, Nostr and Valuechains | Ep. 007",Qmm6C8scOmoAoN3AOjfq,ZDYvUjV8TWeRF0DxnSSYxQ4If5g2,npub15glanrx7rprvc8w2uyl3rr0wqcpy82ry94g4fhkhwlg5gy8t9j4s57pasy,LateStageHODL,,fountain:5G263ZgtMmD9UE9OIPEy;npub:npub15glanrx7rprvc8w2uyl3rr0wqcpy82ry94g4fhkhwlg5gy8t9j4s57pasy,2026-04-16T21:58:13.861Z,2026-05-12T21:59:14.483Z,2026-05-19T00:00:48.184Z,0,0,0,0,0,0,0,0,0,0,0,0,6006,6006,0,0,0,0,6006,6006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5037024032,4.5037024032,0,0,0,0,4.5036983392,4.5036983392,0,0,0,0
EPISODE,D1Z2oJExWQIqEmrg95TL,007,"How Meetups can Benefit from V4V, Nostr and Valuechains | Ep. 007",VW0sCqKYcrFGc2AikekR,VG78QtXuevPiJdIj5ZCyVqRX6c53,npub1mc909r6rtu2kfmzfy9u5vzy60jlhgqgzty0jqlz0qhkdraxcypcqduvk2m,Logues,,fountain:rncGzbsVVjleYJ3aIgd8;npub:npub1mc909r6rtu2kfmzfy9u5vzy60jlhgqgzty0jqlz0qhkdraxcypcqduvk2m,2026-04-16T17:56:18.843Z,2026-05-12T22:02:02.786Z,2026-05-19T00:00:47.977Z,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.458031,4.458031,0,0,0,0,4.458029,4.458029,0,0,0,0
EPISODE,D1Z2oJExWQIqEmrg95TL,007,"How Meetups can Benefit from V4V, Nostr and Valuechains | Ep. 007",RZrSdFKFkZe1fQW11bwx,8Zso0hGJY6bYEzVz7HZXppOqphY2,npub1z3h8afkwknffxyspvjde77sj6euy66rtyul7qlkl7f2ygktxdqasnn760f,Matthew D,,fountain:1vfyk3yjU8M0Eq9oxl72;npub:npub1z3h8afkwknffxyspvjde77sj6euy66rtyul7qlkl7f2ygktxdqasnn760f,2026-04-18T07:48:48.873Z,2026-04-18T07:48:50.668Z,2026-04-30T00:04:17.087Z,0,0,0,0,0,0,5000,5000,0,0,0,0,5000,5000,0,0,0,0,5000,5000,0,0,0,0,0,0,0,0,0,0,3.85139,3.85139,0,0,0,0,3.8513800000000002,3.8513800000000002,0,0,0,0,3.8513824000000003,3.8513824000000003,0,0,0,0
EPISODE,D1Z2oJExWQIqEmrg95TL,007,"How Meetups can Benefit from V4V, Nostr and Valuechains | Ep. 007",Ao6jNeUz6a0kz7R7lRBZ,,,Anonymous,,uuid:03564c31-d019-4dc3-98e9-a2a3740013e3,2026-04-15T20:33:35.140Z,2026-04-15T20:33:35.211Z,2026-04-30T00:03:48.680Z,0,0,0,0,0,0,4900,4900,0,0,0,0,4900,4900,0,0,0,0,4900,4900,0,0,0,0,0,0,0,0,0,0,3.67056,3.67056,0,0,0,0,3.670558,3.670558,0,0,0,0,3.67056,3.67056,0,0,0,0
